0	1.96647
0	0
0.03333	-0.0307357
0.06666	-0.0623716
0.09999	-0.0942326
0.13332	-0.125643
0.16665	-0.155929
0.19998	-0.184414
0.23331	-0.210424
0.26664	-0.235003
0.29997	-0.258484
0.3333	-0.279122
0.36663	-0.295173
0.39996	-0.304894
0.43329	-0.305807
0.46662	-0.29435
0.49995	-0.274653
0.53328	-0.251864
0.56661	-0.231131
0.59994	-0.217605
0.63327	-0.216434
0.6666	-0.232767
0.69993	-0.262066
0.73326	-0.297833
0.76659	-0.342276
0.79992	-0.397604
0.83325	-0.466025
0.86658	-0.549747
0.89991	-0.65098
0.93324	-0.773223
0.96657	-0.932765
0.9999	-1.14928
1.03323	-1.44187
1.06656	-1.8129
1.09989	-2.19899
1.13322	-2.64769
1.16655	-3.22523
1.19988	-3.99784
1.23321	-4.96012
1.26654	-6.0429
1.29987	-7.21679
1.3332	-8.45236
1.36653	-9.72021
1.39986	-10.9909
1.43319	-12.3698
1.46652	-13.8712
1.49985	-15.3292
1.53318	-16.61
1.56651	-17.8072
1.59984	-18.9597
1.63317	-20.0818
1.6665	-21.1879
1.69983	-22.2923
1.73316	-23.4039
1.76649	-24.5004
1.79982	-25.5497
1.83315	-26.5197
1.86648	-27.2666
1.89981	-27.8099
1.93314	-28.1644
1.96647	-28.4883
