0.161485	1.29987
0	0
0.03333	0.00683202
0.06666	0.0134489
0.09999	0.0199941
0.13332	0.026611
0.16665	0.033443
0.19998	0.0406336
0.23331	0.0483261
0.26664	0.0586916
0.29997	0.0762594
0.3333	0.0833199
0.36663	0.0760826
0.39996	0.0649256
0.43329	0.0505007
0.46662	0.0334595
0.49995	0.0144539
0.53328	-0.0306073
0.56661	-0.0292474
0.59994	0.0264945
0.63327	0.0918634
0.6666	0.147135
0.69993	0.161485
0.73326	0.137598
0.76659	0.101037
0.79992	0.0552973
0.83325	0.00387319
0.86658	-0.0497406
0.89991	-0.102049
0.93324	-0.149558
0.96657	-0.188772
0.9999	-0.179833
1.03323	-0.138454
1.06656	-0.0837234
1.09989	-0.0416565
1.13322	-0.0233955
1.16655	-0.014369
1.19988	-0.00795355
1.23321	0.00247418
1.26654	0.0345832
1.29987	1.15633E-06
1.3332	-0.0410588
1.36653	-0.0461866
1.39986	-0.0483138
1.43319	-0.0482143
1.46652	-0.0466617
1.49985	-0.0444299
1.53318	-0.0422928
1.56651	-0.0410241
1.59984	-0.0406281
1.63317	-0.0384032
1.6665	-0.0372719
1.69983	-0.0410532
1.73316	-0.0526153
1.76649	-0.0692189
1.79982	-0.0862714
1.83315	-0.0934536
1.86648	-0.0605259
1.89981	-0.0247644
1.93314	-0.00371946
1.96647	0.00242288
1.9998	0.00555417
2.03313	0.0062393
2.06646	0.00504318
2.09979	0.00253071
2.13312	-0.000733192
2.16645	-0.00418364
2.19978	-0.00725571
2.23311	-0.0147914
2.26644	-0.0267884
2.29977	-0.0370529
2.3331	-0.0475513
2.36643	-0.0520232
2.39976	-0.0503133
2.43309	-0.0476591
2.46642	-0.0442493
2.49975	-0.040273
2.53308	-0.0359189
2.56641	-0.031376
2.59974	-0.026833
2.63307	-0.0224789
2.6664	-0.0185026
