0.367927	0.29997
0	0
0.03333	0.0241703
0.06666	0.0483407
0.09999	0.0653731
0.13332	0.0730141
0.16665	0.0735171
0.19998	0.0665054
0.23331	0.0453291
0.26664	0.016638
0.29997	4.52042E-06
0.3333	-0.00262609
0.36663	-0.00163645
0.39996	0.0040542
0.43329	0.0155267
0.46662	0.0338617
0.49995	0.0694266
0.53328	0.120348
0.56661	0.169347
0.59994	0.199144
0.63327	0.210718
0.6666	0.217246
0.69993	0.219738
0.73326	0.219207
0.76659	0.216664
0.79992	0.213122
0.83325	0.209592
0.86658	0.207086
0.89991	0.204538
0.93324	0.200528
0.96657	0.195535
0.9999	0.19004
1.03323	0.184523
1.06656	0.179464
1.09989	0.175342
1.13322	0.172638
1.16655	0.175345
1.19988	0.183942
1.23321	0.193637
1.26654	0.199638
1.29987	0.197154
1.3332	0.181393
1.36653	0.153893
1.39986	0.120267
1.43319	0.0818308
1.46652	0.0399011
1.49985	-0.00420603
1.53318	-0.0491737
1.56651	-0.0936847
1.59984	-0.136424
1.63317	-0.176073
1.6665	-0.211316
1.69983	-0.245067
1.73316	-0.278715
1.76649	-0.308657
1.79982	-0.331293
1.83315	-0.34302
1.86648	-0.340236
1.89981	-0.313652
1.93314	-0.260476
1.96647	-0.186851
1.9998	-0.0989195
2.03313	0.0426377
2.06646	0.213269
2.09979	0.311021
2.13312	0.334628
2.16645	0.351314
2.19978	0.361868
2.23311	0.367079
2.26644	0.367735
2.29977	0.364625
2.3331	0.358537
2.36643	0.350259
2.39976	0.34058
2.43309	0.330288
2.46642	0.320173
2.49975	0.311021
2.53308	0.3009
2.56641	0.287662
2.59974	0.271779
2.63307	0.253722
2.6664	0.23396
2.69973	0.212966
2.73306	0.191211
2.76639	0.169163
2.79972	0.147296
2.83305	0.126079
2.86638	0.103731
2.89971	0.0788739
2.93304	0.0525825
2.96637	0.0259328
2.9997	0
