1.045842	4.3329
0	0
0.03333	0.00549892
0.06666	0.0129577
0.09999	0.0204164
0.13332	0.0259153
0.16665	0.0274946
0.19998	0.0231945
0.23331	0.00807989
0.26664	-0.0177284
0.29997	-0.0486067
0.3333	-0.0789311
0.36663	-0.111285
0.39996	-0.148241
0.43329	-0.184164
0.46662	-0.213416
0.49995	-0.230361
0.53328	-0.232322
0.56661	-0.223561
0.59994	-0.208847
0.63327	-0.192952
0.6666	-0.180644
0.69993	-0.176696
0.73326	-0.185876
0.76659	-0.248668
0.79992	-0.34831
0.83325	-0.403706
0.86658	-0.407376
0.89991	-0.406384
0.93324	-0.401449
0.96657	-0.393287
0.9999	-0.382614
1.03323	-0.370149
1.06656	-0.356609
1.09989	-0.34271
1.13322	-0.32917
1.16655	-0.316706
1.19988	-0.306035
1.23321	-0.297874
1.26654	-0.292941
1.29987	-0.291952
1.3332	-0.298884
1.36653	-0.31527
1.39986	-0.338162
1.43319	-0.364614
1.46652	-0.391678
1.49985	-0.416409
1.53318	-0.435858
1.56651	-0.447079
1.59984	-0.447124
1.63317	-0.433048
1.6665	-0.387653
1.69983	-0.306277
1.73316	-0.204773
1.76649	-0.0989954
1.79982	-0.00479799
1.83315	0.0619651
1.86648	0.10698
1.89981	0.146973
1.93314	0.182654
1.96647	0.21473
1.9998	0.243913
2.03313	0.270908
2.06646	0.296426
2.09979	0.321175
2.13312	0.345864
2.16645	0.371202
2.19978	0.397898
2.23311	0.42666
2.26644	0.440439
2.29977	0.482401
2.3331	0.6453
2.36643	0.772244
2.39976	0.785528
2.43309	0.796521
2.46642	0.805399
2.49975	0.812334
2.53308	0.817501
2.56641	0.821073
2.59974	0.823225
2.63307	0.824131
2.6664	0.823965
2.69973	0.8229
2.73306	0.82111
2.76639	0.818771
2.79972	0.816055
2.83305	0.813136
2.86638	0.81019
2.89971	0.807388
2.93304	0.804907
2.96637	0.802919
2.9997	0.801599
3.03303	0.80112
3.06636	0.800483
3.09969	0.798717
3.13302	0.79604
3.16635	0.79267
3.19968	0.788826
3.23301	0.784725
3.26634	0.780585
3.29967	0.776625
3.333	0.773062
3.36633	0.770114
3.39966	0.768001
3.43299	0.766939
3.46632	0.767147
3.49965	0.768842
3.53298	0.772244
3.56631	0.786571
3.59964	0.81538
3.63297	0.850394
3.6663	0.883334
3.69963	0.915067
3.73296	0.94961
3.76629	0.983406
3.79962	1.0129
3.83295	1.03454
3.86628	1.04473
3.89961	1.04498
3.93294	1.03938
3.96627	1.03202
3.9996	1.02239
4.03293	1.00721
4.06626	0.98642
4.09959	0.962064
4.13292	0.936426
4.16625	0.909802
4.19958	0.882488
4.23291	0.854779
4.26624	0.826971
4.29957	0.799361
4.3329	0.772243
