0.289753	1.69983
0	0
0.03333	0.00127389
0.06666	0.00207464
0.09999	0.00249686
0.13332	0.00263523
0.16665	0.00258432
0.19998	0.00243873
0.23331	0.0022932
0.26664	0.00224227
0.29997	0.00238063
0.3333	0.00280286
0.36663	0.00360363
0.39996	0.00487752
0.43329	0.00671916
0.46662	0.00922325
0.49995	0.0124843
0.53328	0.0165971
0.56661	0.0216562
0.59994	0.0277561
0.63327	0.0349917
0.6666	0.0434574
0.69993	0.0568981
0.73326	0.077747
0.76659	0.104131
0.79992	0.134179
0.83325	0.166016
0.86658	0.19777
0.89991	0.227569
0.93324	0.253539
0.96657	0.273809
0.9999	0.286504
1.03323	0.289753
1.06656	0.277456
1.09989	0.248183
1.13322	0.207069
1.16655	0.159248
1.19988	0.109855
1.23321	0.0640244
1.26654	0.0268902
1.29987	0.00358711
1.3332	-0.00884287
1.36653	-0.0171711
1.39986	-0.0219836
1.43319	-0.0238663
1.46652	-0.0234051
1.49985	-0.0211861
1.53318	-0.0177951
1.56651	-0.0138182
1.59984	-0.00984126
1.63317	-0.0064503
1.6665	-0.00423123
1.69983	-0.00377007
